address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio,address2,industrySymbol
2727 North Loop West,Houston,TX,77008,United States,713 629 7600,,https://www.quantaservices.com,Engineering & Construction,Engineering & Construction,Industrials,47300.0,8.0,3.0,4.0,5.0,5.0,1685577600.0,1672444800.0,86400,2,185.75,185.6,185.4,191.31,185.75,185.6,185.4,191.31,0.32,0.0017,1688083200.0,0.0885,,1.072887,56.491123,23.144243,972304,972304,813277,799080,799080,0.0,0.0,1800,1300,27719905280,116.56,191.31,1.5806342,173.3812,153.4859,0.3,0.0016150741,USD,31168843776.0,0.0286,143340545.0,145176000.0,4058142.0,4059732.0,1682640000.0,1685491200.0,0.027999999,0.01382,0.90736,4.36,0.0318,0.0,37.982,5.027118,1672444800.0,1703980800.0,1680220800.0,0.123,501593984.0,3.38,8.25,1.72,3:2,955324800.0,1.777,21.409,0.5811527,0.15015817,0.08,1680739200.0,NYQ,EQUITY,PWR,PWR,"Quanta Services, Inc.","Quanta Services, Inc.",887293800,America/New_York,EDT,f3a06680-271a-3bc1-9ba1-e29a2475f52d,finmb_33509,-14400000,190.94,201.0,170.0,190.27,190.0,2.0,buy,15.0,217115008.0,1.496,1455878016.0,4382025216.0,1.502,1.625,17537204224.0,79.356,122.024,0.03914,0.09819999,2529155000.0,262854256.0,1083630976.0,0.123,0.117,0.14564,0.08302,0.048309997,USD,2.2878,,
777 Hidden Ridge,Irving,TX,75038,United States,972 444 9001,,https://www.pxd.com,Oil & Gas E&P,Oil & Gas E&P,Energy,2076.0,9.0,4.0,2.0,8.0,7.0,1685577600.0,1672444800.0,86400,2,201.84,202.16,201.0801,205.07,201.84,202.16,201.0801,205.07,23.2,0.1149,1685491200.0,0.9632,2.9,1.458098,7.187765,8.895843,1464970,1464970,2143503,2235970,2235970,0.0,0.0,800,1100,47511519232,177.27,274.7,2.0807357,211.4444,224.473,27.24,0.13495839,USD,52164182016.0,0.3091,232047966.0,233736000.0,4351636.0,3716924.0,1682640000.0,1685491200.0,0.0186,0.0068800002,0.90726,2.36,0.0187,0.0,93.43,2.1756396,1672444800.0,1703980800.0,1680220800.0,-0.392,7045000192.0,28.28,22.85,-1.6,,,2.284,4.487,-0.091205776,0.15015817,3.34,1685491200.0,NYQ,EQUITY,PXD,PXD,Pioneer Natural Resources Compa,Pioneer Natural Resources Company,871047000,America/New_York,EDT,45d9eec3-b269-3316-bcbd-b145de6455e5,finmb_295224,-14400000,203.27,315.0,220.0,251.41,250.0,2.4,buy,27.0,1311000064.0,5.609,11626000384.0,6297999872.0,0.729,0.882,22833999872.0,28.84,95.941,0.15467,0.3102,13262000000.0,4137499904.0,11080999936.0,-0.362,-0.252,0.54112,0.50915,0.39541999,USD,,,
2211 North First Street,San Jose,CA,95131,United States,408 967 1000,,https://www.paypal.com,Credit Services,Credit Services,Financial Services,29900.0,4.0,3.0,9.0,5.0,5.0,1685577600.0,1672444800.0,86400,2,68.89,68.945,67.22,69.01,68.89,68.945,67.22,69.01,,,,0.0,,1.30669,28.65126,12.069027,22818361,22818361,16447430,21264140,21264140,68.1,68.34,1800,3100,76080267264,58.95,103.03,2.7098937,67.7271,77.0835,0.0,0.0,USD,75035877376.0,0.09635,1113504854.0,1115709952.0,20908800.0,15527901.0,1682640000.0,1685491200.0,0.0187,0.00205,0.77828,0.94,0.0188,0.0,17.699,3.8527603,1672444800.0,1703980800.0,1680220800.0,0.562,2704999936.0,2.38,5.65,0.88,,,2.673,14.19,-0.07614142,0.15015817,,,NMS,EQUITY,PYPL,PYPL,"PayPal Holdings, Inc.","PayPal Holdings, Inc.",1436189400,America/New_York,EDT,68da608d-aec4-350b-8dec-8a2691f5a0ef,finmb_112732,-14400000,68.19,160.0,58.0,91.57,90.0,2.1,buy,41.0,10659999744.0,9.554,5288000000.0,11578999808.0,0.267,1.288,28074999808.0,58.309,24.509,0.0364,0.13371,11653000000.0,3424875008.0,5766000128.0,0.628,0.086,0.41735,0.18834999,0.15868,USD,0.5747,,
5775 Morehouse Drive,San Diego,CA,92121-1714,United States,858 587 1121,,https://www.qualcomm.com,Semiconductors,Semiconductors,Technology,51000.0,3.0,1.0,6.0,5.0,2.0,1685577600.0,1672444800.0,86400,2,119.82,118.61,115.6654,119.02,119.82,118.61,115.6654,119.02,3.2,0.026700001,1685491200.0,0.3198,2.64,1.257042,12.341151,12.008299,7862530,7862530,8037696,9065410,9065410,115.5,115.65,1000,1000,128956645376,101.47,156.66,3.1399233,113.7762,119.3681,3.0,0.025037557,USD,142788476928.0,0.25667998,1112106200.0,1114000000.0,9812978.0,9389968.0,1682640000.0,1685491200.0,0.0088,0.00082,0.75991994,0.97,0.0088,0.0,17.682,6.546771,1664064000.0,1695600000.0,1679788800.0,-0.419,10627999744.0,9.38,9.64,-1.43,2:1,1092614400.0,3.477,9.856,-0.03605628,0.15015817,0.8,1685491200.0,NMS,EQUITY,QCOM,QCOM,QUALCOMM Incorporated,QUALCOMM Incorporated,692634600,America/New_York,EDT,2ef21531-290b-3e10-8038-0d2578d796ad,finmb_33493,-14400000,115.76,183.0,95.0,134.38,135.0,2.1,buy,26.0,6675999744.0,5.993,14488000512.0,15985000448.0,1.318,2.425,41069998080.0,81.15,36.653,0.17121,0.64361,25565000000.0,4753625088.0,8892999680.0,-0.408,-0.169,0.56462,0.35276002,0.30903,USD,1.0386,,
7628 Thorndike Road,Greensboro,NC,27409-9421,United States,336 664 1233,,https://www.qorvo.com,Semiconductors,Semiconductors,Technology,8500.0,3.0,5.0,8.0,5.0,5.0,1685577600.0,1672444800.0,86400,2,102.86,102.33,100.25,102.42,102.86,102.33,100.25,102.42,,,,0.0,,1.433098,99.80199,13.714286,987105,987105,1237800,1229470,1229470,100.1,103.0,1400,900,9952609280,75.38,114.587,2.788315,95.303,94.7381,0.0,0.0,USD,11459356672.0,0.028900001,98005581.0,98736200.0,2581147.0,1817422.0,1682640000.0,1685491200.0,0.026099999,0.00563,0.89207,1.79,0.03,0.0,39.562,2.5478995,1680307200.0,1711929600.0,1680307200.0,,103152000.0,1.01,7.35,2.27,,,3.21,19.038,0.06127608,0.15015817,,,NMS,EQUITY,QRVO,QRVO,"Qorvo, Inc.","Qorvo, Inc.",1420209000,America/New_York,EDT,c03e480e-1b82-3765-90a6-f1449315044b,finmb_33821,-14400000,100.8,140.0,85.0,108.61,109.0,2.9,hold,23.0,809851008.0,8.202,601931008.0,2136896000.0,2.053,3.652,3569399040.0,54.753,34.924,0.02316,0.024400001,1296942000.0,540689472.0,843230976.0,,-0.457,0.37640998,0.16864,0.073709995,USD,1.6927,,
1050 Caribbean Way,Miami,FL,33132-2096,United States,305 539 6000,305 539 0562,https://www.rclinvestor.com,Travel Services,Travel Services,Consumer Cyclical,102400.0,6.0,7.0,8.0,9.0,9.0,1685577600.0,1672444800.0,86400,2,96.6,96.19,95.22,97.7,96.6,96.19,95.22,97.7,,,1583366400.0,0.0,,2.439436,,14.0071945,2929098,2929098,3603445,4281710,4281710,0.0,0.0,900,1000,24895995904,31.09,97.7,2.334046,76.8982,62.3623,0.0,0.0,USD,45366661120.0,-0.097200006,227917631.0,255736992.0,19227621.0,18493610.0,1682640000.0,1685491200.0,0.0752,0.13206,0.74808,4.93,0.109799996,0.0,11.151,8.730159,1672444800.0,1703980800.0,1680220800.0,,-1036729984.0,-4.03,6.95,-0.13,2:1,902102400.0,4.253,25.464,1.6989188,0.15015817,0.78,1583366400.0,NYQ,EQUITY,RCL,RCL,Royal Caribbean Cruises Ltd.,Royal Caribbean Cruises Ltd.,736003800,America/New_York,EDT,f06da2c9-2269-3cbc-a872-62623dea5936,finmb_325643,-14400000,97.35,104.0,70.0,91.04,95.0,2.0,buy,13.0,1226871040.0,4.797,1781598976.0,22048026624.0,0.168,0.256,10666455040.0,728.759,41.801,0.0072000003,-0.2956,2375604000.0,1304846720.0,2320622080.0,,1.724,0.34278,0.16702999,0.03553,USD,,,
Seon Place,Hamilton,,HM 19,Bermuda,,441 295 4828,https://www.everestre.com,Insurance—Reinsurance,Insurance—Reinsurance,Financial Services,2428.0,2.0,8.0,1.0,7.0,4.0,1685577600.0,1672444800.0,86400,2,352.74,355.02,351.675,355.655,352.74,355.02,351.675,355.655,6.6,0.0187,1685404800.0,0.38979998,2.37,0.610211,20.782635,6.059067,265577,265577,372324,332160,332160,0.0,364.41,1300,800,15275638784,244.58,395.0,1.2079519,363.7698,336.6786,6.6,0.018710665,USD,14294942720.0,0.05251,21126928.0,43415200.0,440588.0,471305.0,1682640000.0,1685491200.0,0.0101,0.01381,0.84648,0.81,0.013300001,0.0,231.128,1.5223166,1672444800.0,1703980800.0,1680220800.0,0.225,655000000.0,16.93,58.07,0.27,,,1.13,,0.29247332,0.15015817,1.65,1685404800.0,NYQ,EQUITY,RE,RE,"Everest Re Group, Ltd.","Everest Re Group, Ltd.",812727000,America/New_York,EDT,adf72a0d-b2cb-3364-a2d3-aa203eda902f,finmb_340813,-14400000,351.85,477.0,395.0,435.5,434.5,1.9,buy,8.0,2644000000.0,67.32,,3084999936.0,1.053,1.53,12645900288.0,34.224,324.462,0.01564,0.07162,852900000.0,73684496.0,3912999936.0,0.23,0.168,0.08420999,0.0,0.078990005,USD,,4th Floor 141 Front Street PO Box HM 845,
One Independent Drive,Jacksonville,FL,32202-5019,United States,904-598-7000,(904) 634-3428,https://www.regencycenters.com,REIT—Retail,REIT—Retail,Real Estate,440.0,2.0,7.0,1.0,1.0,1.0,1685577600.0,1672444800.0,86400,2,60.66,60.39,59.43,60.39,60.66,60.39,59.43,60.39,2.6,0.0425,1686614400.0,1.1384,4.05,1.165492,26.625,27.48387,820308,820308,853303,912480,912480,59.55,59.57,800,3000,10242513920,51.97,68.56,7.972354,59.311,60.9665,2.55,0.042037588,USD,14390831104.0,0.2996,168996532.0,170998000.0,3355671.0,3091061.0,1682640000.0,1685491200.0,0.0196,0.008909999,1.01099,3.59,0.026700001,0.0,35.532,1.678487,1672444800.0,1703980800.0,1680220800.0,-0.502,384918016.0,2.24,2.17,-42.59,,,11.201,17.517,0.0016795397,0.15015817,0.65,1686614400.0,NMS,EQUITY,REG,REG,Regency Centers Corporation,Regency Centers Corporation,751901400,America/New_York,EDT,f4cf3fe4-b672-3433-aeec-ec055742d449,finmb_816889,-14400000,59.64,79.0,62.0,68.79,69.0,2.3,buy,14.0,70095000.0,0.411,821545024.0,3954736128.0,0.768,0.904,1284754048.0,64.415,7.497,0.02992,0.063140005,925155000.0,525790880.0,675022016.0,-0.501,0.043,0.72593004,0.63945997,0.40331,USD,5.0755,Suite 114,
777 Old Saw Mill River Road,Tarrytown,NY,10591-6707,United States,914 847 7000,,https://www.regeneron.com,Biotechnology,Biotechnology,Healthcare,12099.0,10.0,9.0,9.0,10.0,10.0,1685577600.0,1672444800.0,86400,2,781.21,781.78,778.07,786.43,781.21,781.78,778.07,786.43,,,,0.0,,0.231338,21.16223,17.960564,339066,339066,563301,527510,527510,778.0,779.13,1100,1000,85438857216,563.82,837.55,6.9069967,769.7832,747.6434,0.0,0.0,USD,77614784512.0,0.33813,102523793.0,107892000.0,1141603.0,1178357.0,1682640000.0,1685491200.0,0.0104,0.025409998,0.8964,2.0,0.0124,0.0,219.376,3.5499325,1672444800.0,1703980800.0,1680220800.0,-0.16,4182700032.0,36.8,43.36,6.73,,,6.274,15.288,0.28215814,0.15015817,,,NMS,EQUITY,REGN,REGN,"Regeneron Pharmaceuticals, Inc.","Regeneron Pharmaceuticals, Inc.",670602600,America/New_York,EDT,e55aa808-7510-354a-9528-01782e66194d,finmb_33715,-14400000,778.77,1050.0,650.0,887.91,897.5,2.1,buy,22.0,8959699968.0,83.649,5076800000.0,2701799936.0,4.541,5.454,12369899520.0,11.499,115.418,0.10438,0.19271,7020000000.0,1711600000.0,4280800000.0,-0.167,0.066,0.55837,0.41041002,0.38077998,USD,1.7984,,
1900 Fifth Avenue North,Birmingham,AL,35203,United States,800 734 4667,,https://www.regions.com,Banks—Regional,Banks—Regional,Financial Services,20113.0,7.0,3.0,8.0,8.0,7.0,1685577600.0,1672444800.0,86400,2,17.87,17.86,17.59,17.9,17.87,17.86,17.59,17.9,0.8,0.0448,1685577600.0,0.32770002,3.52,1.205633,7.52766,7.827434,5247950,5247950,10733111,9777360,9777360,0.0,0.0,900,2900,16598721536,13.94,24.33,2.3299723,17.6136,20.58795,0.77,0.043088973,USD,20863625216.0,0.32411,935121135.0,938310976.0,29343601.0,26432590.0,1682640000.0,1685491200.0,0.0313,0.00236,0.78439003,2.8,0.0401,0.0,16.29,1.0859423,1672444800.0,1703980800.0,1680220800.0,0.117,2209999872.0,2.35,2.26,-8.64,12346:10000,1088640000.0,2.929,,-0.03963083,0.15015817,0.2,1685577600.0,NYQ,EQUITY,RF,RF,Regions Financial Corporation,Regions Financial Corporation,322151400,America/New_York,EDT,3fe3de84-275c-3edc-995e-fff999764322,finmb_271409,-14400000,17.69,25.0,19.8,21.73,21.0,2.3,buy,23.0,4741000192.0,5.053,,7159000064.0,,,7123999744.0,,7.625,0.01451,0.13629,6944000000.0,,2713999872.0,0.127,0.111,0.0,0.0,0.45326,USD,1.0362,,
2884 Sand Hill Road,Menlo Park,CA,94025,United States,650 234 6000,,https://www.roberthalf.com,Staffing & Employment Services,Staffing & Employment Services,Industrials,16300.0,1.0,7.0,5.0,2.0,1.0,1685577600.0,1672444800.0,86400,2,71.56,71.12,70.67,72.46,71.56,71.12,70.67,72.46,1.92,0.026800001,1684886400.0,0.3133,1.98,1.322535,12.697345,13.984405,678639,678639,945051,865160,865160,0.0,0.0,1000,800,7730917376,64.65,89.78,1.0828156,70.7362,75.9006,1.77,0.02473449,USD,7260082176.0,0.08567,102892439.0,107763000.0,8269136.0,6110789.0,1682640000.0,1685491200.0,0.0767,0.02698,1.0100499,7.53,0.12529999,0.0,15.079,4.75761,1672444800.0,1703980800.0,1680220800.0,-0.275,611684992.0,5.65,5.13,-12.07,2:1,960854400.0,1.017,8.016,-0.044485867,0.15015817,0.48,1684886400.0,NYQ,EQUITY,RHI,RHI,Robert Half International Inc.,Robert Half International Inc.,322151400,America/New_York,EDT,c45045e7-ade7-37c9-b259-a3fbc39e66e8,finmb_276703,-14400000,71.74,100.0,56.0,72.58,69.0,3.1,hold,12.0,547729024.0,5.167,905660032.0,222034000.0,1.356,1.961,7139642880.0,13.89,66.406,0.18221001,0.40094003,3094049000.0,494142624.0,680110976.0,-0.25,-0.054,0.42186,0.12685001,0.1197,USD,3.5857,Suite 200,
880 Carillon Parkway,Saint Petersburg,FL,33716,United States,727 567 1000,,https://www.raymondjames.com,Capital Markets,Capital Markets,Financial Services,17000.0,8.0,6.0,3.0,7.0,7.0,1685577600.0,1672444800.0,86400,2,98.88,98.76,98.5655,100.18,98.88,98.76,98.5655,100.18,1.68,0.0168,1680220800.0,0.2,1.44,1.029225,13.138158,10.304438,1043276,1043276,1400196,1108880,1108880,97.17,0.0,800,900,21159313408,82.0,126.0,1.9223508,92.0128,103.94885,1.52,0.015372168,USD,11335141376.0,0.15227,190558572.0,211911008.0,4327038.0,4744473.0,1682640000.0,1685491200.0,0.020399999,0.09548,0.77586,3.36,0.0226,0.0,46.672,2.1393983,1664496000.0,1696032000.0,1680220800.0,0.322,1663000064.0,7.6,9.69,1.07,3:2,1632268800.0,1.03,,0.13711417,0.15015817,0.42,1680220800.0,NYQ,EQUITY,RJF,RJF,"Raymond James Financial, Inc.","Raymond James Financial, Inc.",425914200,America/New_York,EDT,9960edcc-461e-33e0-b2f4-d1fb2f7be964,finmb_22623,-14400000,99.85,118.0,95.0,109.0,110.5,2.2,buy,8.0,14812999680.0,69.902,,4844000256.0,5.737,5.771,11006999552.0,48.591,51.519,0.02201,0.18043,10143000000.0,,-2518000128.0,0.27,0.074,0.93613,0.0,0.19406,USD,1.0365,,
650 Madison Avenue,New York,NY,10022,United States,212 318 7000,,https://www.ralphlauren.com,Apparel Manufacturing,Apparel Manufacturing,Consumer Cyclical,14900.0,6.0,9.0,8.0,10.0,10.0,1685577600.0,1672444800.0,86400,2,123.38,123.5,122.49,124.23,123.38,123.5,122.49,124.23,3.0,0.0247,1687996800.0,0.39580002,,1.389436,16.312666,11.7315,820520,820520,949404,883350,883350,0.0,0.0,900,2200,8087291392,82.23,128.94,1.255089,114.5516,108.7282,3.0,0.024315124,USD,9372754944.0,0.08112001,39722256.0,40523500.0,6902799.0,5645696.0,1682640000.0,1685491200.0,0.105500005,0.021459999,1.0981,6.87,0.2688,0.0,37.05,3.337382,1680307200.0,1711929600.0,1680307200.0,0.324,522700000.0,7.58,10.54,1.06,,,1.455,9.694,0.3248688,0.15015817,0.75,1680134400.0,NYQ,EQUITY,RL,RL,Ralph Lauren Corporation,Ralph Lauren Corporation,866122200,America/New_York,EDT,7f49bbe2-f0af-3edb-ac6c-ee353d3e204b,finmb_362220,-14400000,123.65,168.0,100.0,131.15,136.55,2.6,hold,14.0,1565699968.0,23.939,966899968.0,2881900032.0,1.436,2.226,6443599872.0,118.572,95.179,0.06428,0.21049,4181200000.0,112650000.0,411000000.0,0.466,0.012,0.64889,0.15005,0.115839995,USD,1.8147,,
9001 Spectrum Center Boulevard,San Diego,CA,92123,United States,858 836 5000,,https://www.resmed.com,Medical Instruments & Supplies,Medical Instruments & Supplies,Healthcare,8160.0,1.0,6.0,6.0,3.0,2.0,1685577600.0,1672444800.0,86400,2,216.81,215.98,215.62,217.68,216.81,215.98,215.62,217.68,1.76,0.0081,1683676800.0,0.2969,0.92,0.480633,37.05128,29.330177,750642,750642,587779,659890,659890,0.0,0.0,800,1100,31847294976,202.04,247.65,7.930749,224.0818,220.331,1.74,0.00802546,USD,33340110848.0,0.2149,145567143.0,146931008.0,1442723.0,1016166.0,1682640000.0,1685491200.0,0.0098,0.012940001,0.66459,2.08,0.0112,0.0,26.766,8.0979595,1656547200.0,1688083200.0,1680220800.0,0.299,862953024.0,5.85,7.39,3.26,2:1,1283212800.0,8.302,26.596,0.04462862,0.15015817,0.44,1683676800.0,NYQ,EQUITY,RMD,RMD,ResMed Inc.,ResMed Inc.,802099800,America/New_York,EDT,d1143bab-49a9-3a71-8c3a-83e43b5a2e4e,finmb_340196,-14400000,216.75,290.0,221.0,259.95,261.0,2.2,buy,10.0,240008992.0,1.633,1253584000.0,1724082944.0,1.25,3.069,4015673088.0,43.842,27.392,0.120620005,0.23933001,2063961000.0,288278240.0,535348992.0,0.295,0.292,0.57006,0.31217,0.2792,USD,2.5122,,
1201 South Second Street,Milwaukee,WI,53204,United States,414 382 2000,,https://www.rockwellautomation.com,Specialty Industrial Machinery,Specialty Industrial Machinery,Industrials,26000.0,8.0,4.0,4.0,10.0,9.0,1685577600.0,1672444800.0,86400,2,315.39,313.32,312.48,321.69,315.39,313.32,312.48,321.69,4.72,0.015,1691712000.0,0.4049,1.86,1.423943,28.25991,24.61627,672771,672771,734120,817870,817870,0.0,0.0,800,800,36846157824,192.9,321.94,4.411974,285.3572,268.9685,4.6,0.014585116,USD,40383328256.0,0.15819,114551377.0,114875000.0,2851980.0,2613141.0,1682640000.0,1685491200.0,0.0248,0.00161,0.82957,3.84,0.028199999,0.0,27.469,11.6768,1664496000.0,1696032000.0,1680220800.0,4.571,1316199936.0,11.35,13.03,1.75,2:1,545356800.0,4.836,23.46,0.62668633,0.15015817,1.18,1683849600.0,NYQ,EQUITY,ROK,ROK,"Rockwell Automation, Inc.","Rockwell Automation, Inc.",378657000,America/New_York,EDT,30a84905-8e5d-38a5-9d6b-6637888ccc33,finmb_300504,-14400000,320.75,335.0,220.0,293.79,300.0,2.8,hold,19.0,456600000.0,3.975,1721400064.0,4329399808.0,0.659,1.081,8351399936.0,126.019,72.463,0.08415,0.40984002,3102000000.0,529500000.0,997699968.0,4.63,0.258,0.4113,0.20612,0.17882,USD,2.4235,,
"2170 Piedmont Road, NE",Atlanta,GA,30324,United States,404 888 2000,,https://www.rollins.com,Personal Services,Personal Services,Consumer Cyclical,17515.0,2.0,10.0,9.0,10.0,9.0,1685577600.0,1672444800.0,86400,2,40.91,40.93,40.4,41.29,40.91,40.93,40.4,41.29,0.52,0.0127,1683590400.0,0.5897,0.98,0.661619,52.846157,42.061226,966338,966338,1482145,1504010,1504010,0.0,40.9,800,800,20312680448,33.13,43.06,7.3512554,40.6928,38.0904,0.46,0.011244195,USD,20379086848.0,0.13863,256983495.0,492787008.0,9008156.0,8369846.0,1682640000.0,1685491200.0,0.0183,0.47732,0.45064,5.36,0.037100002,0.0,2.613,15.774972,1672444800.0,1703980800.0,1680220800.0,0.196,383067008.0,0.78,0.98,5.69,3:2,1607644800.0,7.375,33.8,0.2070278,0.15015817,0.13,1683590400.0,NYQ,EQUITY,ROL,ROL,"Rollins, Inc.","Rollins, Inc.",322151400,America/New_York,EDT,5f35bee0-3536-3410-9c07-d5b521674167,finmb_300753,-14400000,41.22,48.0,40.0,43.2,42.0,2.5,buy,5.0,122103000.0,0.248,602939008.0,341272992.0,0.666,0.787,2763158016.0,26.501,5.612,0.14995,0.31985,1387424000.0,383872384.0,479171008.0,0.195,0.114,0.5151,0.21821,0.18538,USD,3.4201,,
6901 Professional Parkway,Sarasota,FL,34240,United States,941 556 2601,,https://www.ropertech.com,Software—Application,Software—Application,Technology,15800.0,7.0,2.0,5.0,8.0,6.0,1685577600.0,1672444800.0,86400,2,455.75,455.84,453.165,458.05,455.75,455.84,453.165,458.05,2.73,0.006,1688688000.0,0.2694,0.53,1.030281,47.141525,25.957336,412829,412829,523900,486910,486910,0.0,0.0,800,3000,48641126400,356.22,464.02,8.74573,452.1366,426.3183,2.605,0.005715853,USD,54384685056.0,0.50475,106014504.0,106592000.0,892451.0,630642.0,1682640000.0,1685491200.0,0.0084,0.00447,0.96857,1.71,0.0084,0.0,153.226,2.97815,1672444800.0,1703980800.0,1680220800.0,-0.86,1033500032.0,9.68,17.58,3.06,2:1,1125273600.0,9.778,24.191,0.15737545,0.15015817,0.683,1680652800.0,NYQ,EQUITY,ROP,ROP,"Roper Technologies, Inc.","Roper Technologies, Inc.",697991400,America/New_York,EDT,e506eff6-ed53-3e40-8a9d-885bb307f5fc,finmb_22751,-14400000,456.33,550.0,475.0,515.69,525.0,2.1,buy,13.0,1181600000.0,11.085,2248100096.0,6663900160.0,0.698,0.804,5561699840.0,40.801,52.432,0.03718,0.06917,3752800000.0,1169750016.0,723000000.0,-0.86,0.148,0.69658995,0.40421,0.28222,USD,2.0977,Suite 200,
5130 Hacienda Drive,Dublin,CA,94568-7579,United States,925 965 4400,,https://www.rossstores.com,Apparel Retail,Apparel Retail,Consumer Cyclical,101000.0,9.0,3.0,6.0,4.0,5.0,1685577600.0,1672444800.0,86400,2,107.28,107.59,106.471,107.62,107.28,107.59,106.471,107.62,1.34,0.0125,1685923200.0,0.2811,0.93,0.986267,23.83111,19.822552,1483816,1483816,2281288,2546800,2546800,106.83,109.55,900,1100,36531949568,69.24,122.45,1.9372724,104.3794,104.54525,1.265,0.011791574,USD,37860814848.0,0.081920005,333740524.0,340656000.0,3611022.0,5787976.0,1682640000.0,1685491200.0,0.0106,0.01995,0.92517,1.45,0.0126,0.0,12.639,8.484848,1674864000.0,1706400000.0,1682726400.0,0.097,1544786944.0,4.5,5.41,2.16,2:1,1434067200.0,2.008,15.902,0.44958103,0.15015817,0.335,1685923200.0,NMS,EQUITY,ROST,ROST,"Ross Stores, Inc.","Ross Stores, Inc.",492355800,America/New_York,EDT,312ee907-969d-3ea1-8fa6-d5596a9418ed,finmb_33926,-14400000,107.24,135.0,78.0,119.42,120.0,2.0,buy,19.0,4416480256.0,12.965,2380956928.0,5731736064.0,1.213,1.862,18857414656.0,132.975,55.268,0.09212,0.36938,5677201000.0,1411075328.0,2518791936.0,0.124,0.037,0.30453,0.12626,0.104949996,USD,1.7486,,
18500 North Allied Way,Phoenix,AZ,85054,United States,480 627 2700,,https://www.republicservices.com,Waste Management,Waste Management,Industrials,40000.0,7.0,3.0,7.0,2.0,3.0,1685577600.0,1672444800.0,86400,2,145.87,145.83,144.63,146.69,145.87,145.83,144.63,146.69,1.98,0.0136,1688083200.0,0.4061,1.64,0.664084,30.555325,25.018805,740629,740629,1121420,1021590,1021590,0.0,0.0,800,900,46291030016,120.58,149.3,3.2778676,142.8394,135.01295,1.945,0.013333791,USD,58256924672.0,0.10759,206095887.0,316281984.0,2439716.0,1847917.0,1682640000.0,1685491200.0,0.0077,0.00105,0.94581,1.98,0.0117999995,0.0,31.352,4.668283,1672444800.0,1703980800.0,1680220800.0,0.091,1519500032.0,4.79,5.85,3.11,3:2,1174262400.0,4.125,14.513,0.15507853,0.15015817,0.495,1680220800.0,NYQ,EQUITY,RSG,RSG,"Republic Services, Inc.","Republic Services, Inc.",899299800,America/New_York,EDT,db65dacd-88a8-39fa-ac53-7a1fe7132a6e,finmb_386225,-14400000,146.36,175.0,136.0,154.06,153.5,2.2,buy,16.0,132200000.0,0.418,4014200064.0,12296500224.0,0.663,0.74,14122300416.0,123.99,44.612,0.05963,0.16079001,5459100000.0,1218850048.0,3172100096.0,0.09,0.206,0.40108,0.28424,0.18229,USD,3.1229,,
